College_Code,College_Name,Category,Branch,Cutoff_Rank,Year,Round,Exam_Type,Rank_Category,City,Min_Round,Max_Round,Round_Count,Best_Rank,Worst_Rank,Avg_Rank_Combo,Rank_Range,Trend_Signal,CTX_Seats,CTX_Avg_Rank,CTX_Best_Rank,CTX_Worst_Rank,CTX_Active_Colleges,CTX_Active_Branches,Round_Premium
E173,"Presidency University-Yelahanka, Bengaluru",KKR,CO-Computer Science & Engineering (IOT),69617,2024,1,COMEDK,Average,Bangalore,1,2,2,69617,85352,77484.0,15735,Deteriorated,1196,55333.0,193,102243,149,59,0
E173,"Presidency University-Yelahanka, Bengaluru",KKR,CS-Computer Science & Engineering,36406,2024,1,COMEDK,Good,Bangalore,1,1,1,36406,36406,36406.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E173,"Presidency University-Yelahanka, Bengaluru",KKR,CSD-Computer Science & Technology (Devops),38979,2024,1,COMEDK,Good,Bangalore,1,1,1,38979,38979,38979.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E183,"Jain Institute of Technology-Avaragere Village, Davangere",GM,CS-Computer Science & Engineering,100405,2024,1,COMEDK,Below Average,Davangere,1,1,1,100405,100405,100405.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E187,"CMR University-Bagalur-Chagalatti, Bengaluru",GM,CST-Computer Science & Technology,14433,2024,1,COMEDK,Very Good,Bangalore,1,4,3,14433,87982,45871.0,73549,Deteriorated,1196,55333.0,193,102243,149,59,0
E187,"CMR University-Bagalur-Chagalatti, Bengaluru",KKR,CST-Computer Science & Technology,62164,2024,1,COMEDK,Average,Bangalore,1,2,2,62164,83443,72804.0,21279,Deteriorated,1196,55333.0,193,102243,149,59,0
E194,"Jain College of Engineering and Technology-Unkal, Hubballi",GM,CS-Computer Science & Engineering,53561,2024,1,COMEDK,Average,Hubballi,1,3,2,53561,98288,75924.0,44727,Deteriorated,1196,55333.0,193,102243,149,59,0
E195,"Navkis College of Engineering -Kandali NH75, Hassan",GM,CS-Computer Science & Engineering,75789,2024,1,COMEDK,Average,Hassan,1,1,1,75789,75789,75789.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E198,"R V Institute of Technology and Management-J P Nagar, Bengaluru",GM,CS-Computer Science & Engineering,5138,2024,1,COMEDK,Very Good,Bangalore,1,4,3,5138,14477,9408.0,9339,Deteriorated,1196,55333.0,193,102243,149,59,0
E198,"R V Institute of Technology and Management-J P Nagar, Bengaluru",KKR,CS-Computer Science & Engineering,16277,2024,1,COMEDK,Very Good,Bangalore,1,2,2,16277,21713,18995.0,5436,Deteriorated,1196,55333.0,193,102243,149,59,0
E199,"Biluru Gurubasava Mahaswamiji Institute of Technology-Mudhol, Bagalkot",GM,CS-Computer Science & Engineering,88980,2024,1,COMEDK,Below Average,Bagalkot,1,1,1,88980,88980,88980.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E203,"Amruta Institute of Engineering and Management Science-Bidadi, Ramnagar Taluk, Bengaluru Rural",GM,CS-Computer Science & Engineering,54653,2024,1,COMEDK,Average,Bangalore Rural,1,4,3,40302,88961,61305.0,48659,Improved,1196,55333.0,193,102243,149,59,0
E203,"Amruta Institute of Engineering and Management Science-Bidadi, Ramnagar Taluk, Bengaluru Rural",KKR,CS-Computer Science & Engineering,75059,2024,1,COMEDK,Average,Bangalore Rural,1,1,1,75059,75059,75059.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E204,"H.K.E. Societys Sir M. Visvesvaraya College of Engineering-Yermarus Camp, Raichur",GM,CS-Computer Science & Engineering,81626,2024,1,COMEDK,Below Average,Raichur,1,1,1,81626,81626,81626.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E205,"Vijaya Vittala Institution of Technology-Kothanur, Bengaluru",GM,CS-Computer Science & Engineering,101248,2024,1,COMEDK,Below Average,Bangalore,1,1,1,101248,101248,101248.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E206,"Cauvery Institute Of Technology-Sundahalli, Mandya",GM,CS-Computer Science & Engineering,81191,2024,1,COMEDK,Below Average,Mandya,1,3,2,64881,81191,73036.0,16310,Improved,1196,55333.0,193,102243,149,59,0
E207,"BGS College of Engineering and Technology-Mahalaxmipuram, Bengaluru",GM,CS-Computer Science & Engineering,27020,2024,1,COMEDK,Good,Bangalore,1,4,3,27020,91852,56016.0,64832,Deteriorated,1196,55333.0,193,102243,149,59,0
E207,"BGS College of Engineering and Technology-Mahalaxmipuram, Bengaluru",KKR,CS-Computer Science & Engineering,54325,2024,1,COMEDK,Average,Bangalore,1,2,2,54325,96556,75440.0,42231,Deteriorated,1196,55333.0,193,102243,149,59,0
E208,"A.G.M Rural College of Engineering and Technology-Varur, Hubballi",GM,CS-Computer Science & Engineering,87966,2024,1,COMEDK,Below Average,Hubballi,1,1,1,87966,87966,87966.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E209,"Aditya College of Engineering and Technology-Yelahanka, Bengaluru",GM,CS-Computer Science & Engineering,99627,2024,1,COMEDK,Below Average,Bangalore,1,1,1,99627,99627,99627.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E210,"Impact College Of Engineering and Applied Science-Sahakar Nagar, Bengaluru",GM,CS-Computer Science & Engineering,99660,2024,1,COMEDK,Below Average,Bangalore,1,1,1,99660,99660,99660.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E211,"East West College of Engineering-Yelahanka, Bengaluru",GM,CS-Computer Science & Engineering,60754,2024,1,COMEDK,Average,Bangalore,1,3,2,60754,94269,77512.0,33515,Deteriorated,1196,55333.0,193,102243,149,59,0
E211,"East West College of Engineering-Yelahanka, Bengaluru",KKR,CS-Computer Science & Engineering,74315,2024,1,COMEDK,Average,Bangalore,1,1,1,74315,74315,74315.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E212,"Seshadripuram Institute of Technology - Jaipura Hobli, Mysuru",GM,CS-Computer Science & Engineering,54910,2024,1,COMEDK,Average,Mysuru,1,4,3,54910,90114,70885.0,35204,Deteriorated,1196,55333.0,193,102243,149,59,0
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,CV-Civil Engineering,58244,2024,1,COMEDK,Average,Bangalore,1,1,1,58244,58244,58244.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,EC-Electronics & Comm-unication Engineering,23183,2024,1,COMEDK,Good,Bangalore,1,1,1,23183,23183,23183.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",GM,EE-Electrical & Electronics Engineering,31072,2024,1,COMEDK,Good,Bangalore,1,4,3,25928,89954,48985.0,64026,Improved,1196,55333.0,193,102243,149,59,0
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",KKR,CV-Civil Engineering,93817,2024,1,COMEDK,Below Average,Bangalore,1,1,1,93817,93817,93817.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",KKR,EC-Electronics & Comm-unication Engineering,63631,2024,1,COMEDK,Average,Bangalore,1,1,1,63631,63631,63631.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E001,"Acharya Institute of Technology-Soladevanahalli, Bengaluru",KKR,EE-Electrical & Electronics Engineering,87923,2024,1,COMEDK,Below Average,Bangalore,1,2,2,68728,87923,78326.0,19195,Improved,1196,55333.0,193,102243,149,59,0
E003,"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru",GM,CY-Computer Science & Engineering (Cyber Security),64079,2024,1,COMEDK,Average,Bangalore,1,3,2,64079,83190,73634.0,19111,Deteriorated,1196,55333.0,193,102243,149,59,0
E003,"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru",GM,EC-Electronics & Comm-unication Engineering,60941,2024,1,COMEDK,Average,Bangalore,1,1,1,60941,60941,60941.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E003,"A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru",KKR,CY-Computer Science & Engineering (Cyber Security),72888,2024,1,COMEDK,Average,Bangalore,1,1,1,72888,72888,72888.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E004,"Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru",GM,EC-Electronics & Comm-unication Engineering,101891,2024,1,COMEDK,Below Average,Chikkamagaluru,1,1,1,101891,101891,101891.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E004,"Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru",GM,EE-Electrical & Electronics Engineering,100408,2024,1,COMEDK,Below Average,Chikkamagaluru,1,1,1,100408,100408,100408.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E005,"Akash Institute of Engineering and Technology-Devanahalli, Bengaluru Rural",GM,CY-Computer Science & Engineering (Cyber Security),26158,2024,1,COMEDK,Good,Bangalore Rural,1,3,2,26158,28781,27470.0,2623,Deteriorated,1196,55333.0,193,102243,149,59,0
E005,"Akash Institute of Engineering and Technology-Devanahalli, Bengaluru Rural",GM,EC-Electronics & Comm-unication Engineering,49040,2024,1,COMEDK,Good,Bangalore Rural,1,1,1,49040,49040,49040.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E006,"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru",GM,CV-Civil Engineering,52192,2024,1,COMEDK,Average,Mangaluru,1,1,1,52192,52192,52192.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E006,"Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru",GM,EC-Electronics & Comm-unication Engineering,98313,2024,1,COMEDK,Below Average,Mangaluru,1,1,1,98313,98313,98313.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,CV-Civil Engineering,93472,2024,1,COMEDK,Below Average,Bangalore,1,3,2,51676,93472,72574.0,41796,Improved,1196,55333.0,193,102243,149,59,0
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,EC-Electronics & Comm-unication Engineering,50572,2024,1,COMEDK,Average,Bangalore,1,1,1,50572,50572,50572.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",GM,EE-Electrical & Electronics Engineering,56183,2024,1,COMEDK,Average,Bangalore,1,3,2,56183,61791,58987.0,5608,Deteriorated,1196,55333.0,193,102243,149,59,0
E007,"AMC Engineering College-Bannerghatta Rd, Bengaluru",KKR,EC-Electronics & Comm-unication Engineering,100596,2024,1,COMEDK,Below Average,Bangalore,1,1,1,100596,100596,100596.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E009,"Angadi Institute of Technology and Management-Savagaon Road, Belagavi",GM,EC-Electronics & Comm-unication Engineering,98632,2024,1,COMEDK,Below Average,Belagavi,1,1,1,98632,98632,98632.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E009,"Angadi Institute of Technology and Management-Savagaon Road, Belagavi",GM,EE-Electrical & Electronics Engineering,64107,2024,1,COMEDK,Average,Belagavi,1,1,1,64107,64107,64107.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E011,"APS College of Engineering-Kanakapura Road, Bengaluru",GM,CV-Civil Engineering,100483,2024,1,COMEDK,Below Average,Bangalore,1,1,1,100483,100483,100483.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E011,"APS College of Engineering-Kanakapura Road, Bengaluru",GM,CY-Computer Science & Engineering (Cyber Security),59487,2024,1,COMEDK,Average,Bangalore,1,1,1,59487,59487,59487.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E011,"APS College of Engineering-Kanakapura Road, Bengaluru",GM,EC-Electronics & Comm-unication Engineering,101501,2024,1,COMEDK,Below Average,Bangalore,1,1,1,101501,101501,101501.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E012,"Atria Institute of Technology-Hebbal, Bengaluru",GM,CV-Civil Engineering,68533,2024,1,COMEDK,Average,Bangalore,1,1,1,68533,68533,68533.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E012,"Atria Institute of Technology-Hebbal, Bengaluru",GM,EC-Electronics & Comm-unication Engineering,52824,2024,1,COMEDK,Average,Bangalore,1,1,1,52824,52824,52824.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E013,"Akshaya Institute of Technology-Koratagere Road, Tumakuru",GM,EC-Electronics & Comm-unication Engineering,91959,2024,1,COMEDK,Below Average,Tumakuru,1,1,1,91959,91959,91959.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E014,"Bharatesh Institute of Technology-Shindhollicross, Belagavi",GM,EC-Electronics & Comm-unication Engineering,60713,2024,1,COMEDK,Average,Belagavi,1,1,1,60713,60713,60713.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,EC-Electronics & Comm-unication Engineering,14829,2024,1,COMEDK,Very Good,Bangalore,1,1,1,14829,14829,14829.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",GM,EE-Electrical & Electronics Engineering,23514,2024,1,COMEDK,Good,Bangalore,1,4,3,23514,61025,45437.0,37511,Deteriorated,1196,55333.0,193,102243,149,59,0
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",KKR,EC-Electronics & Comm-unication Engineering,43643,2024,1,COMEDK,Good,Bangalore,1,1,1,43643,43643,43643.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E015,"B.N.M. Institute of Technology-Banashankari, Bengaluru",KKR,EE-Electrical & Electronics Engineering,74480,2024,1,COMEDK,Average,Bangalore,1,2,2,74480,74480,74480.0,0,NoChange,1196,55333.0,193,102243,149,59,0
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,CV-Civil Engineering,84507,2024,1,COMEDK,Below Average,Hubballi,1,4,3,64944,94080,81177.0,29136,Improved,1196,55333.0,193,102243,149,59,0
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,EC-Electronics & Comm-unication Engineering,21753,2024,1,COMEDK,Good,Hubballi,1,1,1,21753,21753,21753.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",GM,EE-Electrical & Electronics Engineering,28968,2024,1,COMEDK,Good,Hubballi,1,4,3,28968,99769,65949.0,70801,Deteriorated,1196,55333.0,193,102243,149,59,0
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",KKR,EC-Electronics & Comm-unication Engineering,46133,2024,1,COMEDK,Good,Hubballi,1,1,1,46133,46133,46133.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E016,"KLE Technological University Formerly known as BVBCET-Vidyanagar, Hubballi",KKR,EE-Electrical & Electronics Engineering,73335,2024,1,COMEDK,Average,Hubballi,1,2,2,73335,87923,80629.0,14588,Deteriorated,1196,55333.0,193,102243,149,59,0
E017,"Ballari Institute of Technology And Management-Near Allipura, Ballari",GM,CV-Civil Engineering,85264,2024,1,COMEDK,Below Average,Ballari,1,1,1,85264,85264,85264.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E017,"Ballari Institute of Technology And Management-Near Allipura, Ballari",GM,EC-Electronics & Comm-unication Engineering,101161,2024,1,COMEDK,Below Average,Ballari,1,1,1,101161,101161,101161.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E018,"Bangalore College of Engineering and Technology-Chandapura, Bengaluru",GM,EC-Electronics & Comm-unication Engineering,26536,2024,1,COMEDK,Good,Bangalore,1,1,1,26536,26536,26536.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E018,"Bangalore College of Engineering and Technology-Chandapura, Bengaluru",GM,EE-Electrical & Electronics Engineering,31890,2024,1,COMEDK,Good,Bangalore,1,1,1,31890,31890,31890.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,CV-Civil Engineering,36707,2024,1,COMEDK,Good,Bangalore,1,3,2,36707,97516,67112.0,60809,Deteriorated,1196,55333.0,193,102243,149,59,0
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,EC-Electronics & Comm-unication Engineering,8040,2024,1,COMEDK,Very Good,Bangalore,1,1,1,8040,8040,8040.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",GM,EE-Electrical & Electronics Engineering,12683,2024,1,COMEDK,Very Good,Bangalore,1,4,3,12683,93446,43400.0,80763,Deteriorated,1196,55333.0,193,102243,149,59,0
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,EC-Electronics & Comm-unication Engineering,26108,2024,1,COMEDK,Good,Bangalore,1,1,1,26108,26108,26108.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E019,"Bangalore Institute of Technology-V V Puram, Bengaluru",KKR,EE-Electrical & Electronics Engineering,57402,2024,1,COMEDK,Average,Bangalore,1,2,2,57402,67840,62621.0,10438,Deteriorated,1196,55333.0,193,102243,149,59,0
E020,"Bangalore Technological Institute-Chikkanayakanahalli Dinne, Bengaluru",GM,CV-Civil Engineering,77857,2024,1,COMEDK,Average,Bangalore,1,1,1,77857,77857,77857.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E020,"Bangalore Technological Institute-Chikkanayakanahalli Dinne, Bengaluru",GM,EC-Electronics & Comm-unication Engineering,48971,2024,1,COMEDK,Good,Bangalore,1,1,1,48971,48971,48971.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",GM,EC-Electronics & Comm-unication Engineering,73276,2024,1,COMEDK,Average,Davangere,1,1,1,73276,73276,73276.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",GM,EE-Electrical & Electronics Engineering,101492,2024,1,COMEDK,Below Average,Davangere,1,3,2,60325,101492,80908.0,41167,Improved,1196,55333.0,193,102243,149,59,0
E021,"Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere",KKR,EC-Electronics & Comm-unication Engineering,83784,2024,1,COMEDK,Below Average,Davangere,1,1,1,83784,83784,83784.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E023,"Basavakalyan Engineering College-NH9 Basavakalyan, Bidar",GM,EC-Electronics & Comm-unication Engineering,99733,2024,1,COMEDK,Below Average,Bidar,1,1,1,99733,99733,99733.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E024,"Basaveshwar Engineering College-Vidya Nagar, Bagalkote",GM,CV-Civil Engineering,100692,2024,1,COMEDK,Below Average,Bagalkote,1,3,2,75052,100692,87872.0,25640,Improved,1196,55333.0,193,102243,149,59,0
E024,"Basaveshwar Engineering College-Vidya Nagar, Bagalkote",GM,EC-Electronics & Comm-unication Engineering,50178,2024,1,COMEDK,Average,Bagalkote,1,1,1,50178,50178,50178.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E026,"BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road, Vijayapura",GM,EC-Electronics & Comm-unication Engineering,95833,2024,1,COMEDK,Below Average,Vijayapura,1,1,1,95833,95833,95833.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E026,"BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road, Vijayapura",GM,EE-Electrical & Electronics Engineering,64243,2024,1,COMEDK,Average,Vijayapura,1,1,1,64243,64243,64243.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,CV-Civil Engineering,16264,2024,1,COMEDK,Very Good,Bangalore,1,4,3,16264,61017,35196.0,44753,Deteriorated,1196,55333.0,193,102243,149,59,0
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",GM,EC-Electronics & Comm-unication Engineering,2407,2024,1,COMEDK,Excellent,Bangalore,1,1,1,2407,2407,2407.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",KKR,CV-Civil Engineering,62399,2024,1,COMEDK,Average,Bangalore,1,2,2,62399,77487,69943.0,15088,Deteriorated,1196,55333.0,193,102243,149,59,0
E027,"BMS College of Engineering-Basavanagudi, Bengaluru",KKR,EC-Electronics & Comm-unication Engineering,10689,2024,1,COMEDK,Very Good,Bangalore,1,1,1,10689,10689,10689.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,CV-Civil Engineering,29748,2024,1,COMEDK,Good,Bangalore,1,4,3,29748,95282,57853.0,65534,Deteriorated,1196,55333.0,193,102243,149,59,0
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,EC-Electronics & Comm-unication Engineering,7019,2024,1,COMEDK,Very Good,Bangalore,1,1,1,7019,7019,7019.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",GM,EE-Electrical & Electronics Engineering,9607,2024,1,COMEDK,Very Good,Bangalore,1,4,3,9607,37740,22182.0,28133,Deteriorated,1196,55333.0,193,102243,149,59,0
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",KKR,CV-Civil Engineering,89012,2024,1,COMEDK,Below Average,Bangalore,1,1,1,89012,89012,89012.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",KKR,EC-Electronics & Comm-unication Engineering,25841,2024,1,COMEDK,Good,Bangalore,1,1,1,25841,25841,25841.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E028,"BMS Institute of Technology and Management-Yelahanka, Bengaluru",KKR,EE-Electrical & Electronics Engineering,42795,2024,1,COMEDK,Good,Bangalore,1,1,1,42795,42795,42795.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E030,"Brindavan College of Engineering-Yelahanka, Bengaluru",GM,EC-Electronics & Comm-unication Engineering,99669,2024,1,COMEDK,Below Average,Bangalore,1,1,1,99669,99669,99669.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",GM,EC-Electronics & Comm-unication Engineering,16897,2024,1,COMEDK,Very Good,Bangalore,1,1,1,16897,16897,16897.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E032,"C.M.R. Institute of Technology-Brookefield, Bengaluru",KKR,EC-Electronics & Comm-unication Engineering,47763,2024,1,COMEDK,Good,Bangalore,1,1,1,47763,47763,47763.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,CV-Civil Engineering,83844,2024,1,COMEDK,Below Average,Bangalore,1,3,2,83844,86899,85372.0,3055,Deteriorated,1196,55333.0,193,102243,149,59,0
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,EC-Electronics & Comm-unication Engineering,30849,2024,1,COMEDK,Good,Bangalore,1,1,1,30849,30849,30849.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",GM,EE-Electrical & Electronics Engineering,41405,2024,1,COMEDK,Good,Bangalore,1,3,2,41405,102197,71801.0,60792,Deteriorated,1196,55333.0,193,102243,149,59,0
E033,"Cambridge Institute of Technology-K R Puram, Bengaluru",KKR,EC-Electronics & Comm-unication Engineering,65459,2024,1,COMEDK,Average,Bangalore,1,1,1,65459,65459,65459.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E035,"Channabasaveshwara Institute of Technology- Gubbi, Tumakuru",GM,EC-Electronics & Comm-unication Engineering,98724,2024,1,COMEDK,Below Average,Tumakuru,1,1,1,98724,98724,98724.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E037,"City Engineering College-Doddakalasandra, Bengaluru",GM,EC-Electronics & Comm-unication Engineering,92704,2024,1,COMEDK,Below Average,Bangalore,1,1,1,92704,92704,92704.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E038,"Coorg Institute of Technology-Ponnampet, South Kodagu",GM,CY-Computer Science & Engineering (Cyber Security),97942,2024,1,COMEDK,Below Average,South Kodagu,1,1,1,97942,97942,97942.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E038,"Coorg Institute of Technology-Ponnampet, South Kodagu",GM,EC-Electronics & Comm-unication Engineering,51953,2024,1,COMEDK,Average,South Kodagu,1,1,1,51953,51953,51953.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,CY-Computer Science & Engineering (Cyber Security),13694,2024,1,COMEDK,Very Good,Bangalore,1,4,3,13694,55266,31058.0,41572,Deteriorated,1196,55333.0,193,102243,149,59,0
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,EC-Electronics & Comm-unication Engineering,18590,2024,1,COMEDK,Very Good,Bangalore,1,1,1,18590,18590,18590.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",GM,EE-Electrical & Electronics Engineering,21608,2024,1,COMEDK,Good,Bangalore,1,4,3,21608,80140,46846.0,58532,Deteriorated,1196,55333.0,193,102243,149,59,0
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",KKR,CY-Computer Science & Engineering (Cyber Security),38685,2024,1,COMEDK,Good,Bangalore,1,2,2,38685,49312,43998.0,10627,Deteriorated,1196,55333.0,193,102243,149,59,0
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",KKR,EC-Electronics & Comm-unication Engineering,44480,2024,1,COMEDK,Good,Bangalore,1,1,1,44480,44480,44480.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E039,"Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru",KKR,EE-Electrical & Electronics Engineering,50837,2024,1,COMEDK,Average,Bangalore,1,1,1,50837,50837,50837.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,CV-Civil Engineering,26795,2024,1,COMEDK,Good,Bangalore,1,3,2,26795,52145,39470.0,25350,Deteriorated,1196,55333.0,193,102243,149,59,0
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,CY-Computer Science & Engineering (Cyber Security),2870,2024,1,COMEDK,Excellent,Bangalore,1,4,3,2870,7599,4956.0,4729,Deteriorated,1196,55333.0,193,102243,149,59,0
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,EC-Electronics & Comm-unication Engineering,5005,2024,1,COMEDK,Very Good,Bangalore,1,1,1,5005,5005,5005.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",GM,EE-Electrical & Electronics Engineering,8458,2024,1,COMEDK,Very Good,Bangalore,1,4,3,8458,52752,27000.0,44294,Deteriorated,1196,55333.0,193,102243,149,59,0
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,CV-Civil Engineering,76808,2024,1,COMEDK,Average,Bangalore,1,1,1,76808,76808,76808.0,0,SingleRound,1196,55333.0,193,102243,149,59,0
E040,"Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru",KKR,CY-Computer Science & Engineering (Cyber Security),12864,2024,1,COMEDK,Very Good,Bangalore,1,2,2,12864,14089,13476.0,1225,Deteriorated,1196,55333.0,193,102243,149,59,0
